Date,Open,High,Low,Close
5/8/2007,716.61,734.75,698.47,703.00
5/9/2007,712.08,725.68,703.00,721.15
5/13/2007,721.15,734.75,716.61,721.15
5/14/2007,721.15,761.97,721.15,730.22
5/15/2007,734.75,752.90,734.75,743.82
5/16/2007,739.29,743.82,721.15,725.68
5/20/2007,739.29,743.82,725.68,730.22
5/21/2007,734.75,739.29,725.68,734.75
5/22/2007,730.22,734.75,721.15,725.68
5/23/2007,721.15,730.22,712.08,721.15
5/27/2007,721.15,721.15,703.00,707.54
5/28/2007,703.00,712.08,684.86,689.40
5/29/2007,689.40,703.00,666.72,675.79
5/30/2007,671.26,680.33,666.72,671.26
6/3/2007,657.65,671.26,657.65,671.26
6/4/2007,671.26,671.26,653.11,653.11
6/5/2007,657.65,662.18,639.51,653.11
6/6/2007,648.58,653.11,644.04,648.58
6/10/2007,662.18,662.18,644.04,648.58
6/11/2007,630.44,639.51,607.76,621.37
6/12/2007,612.29,616.83,598.69,607.76
6/13/2007,607.76,616.83,594.15,603.22
6/17/2007,566.94,589.62,562.40,580.55
6/18/2007,576.01,580.55,562.40,576.01
6/19/2007,571.47,607.76,571.47,598.69
6/20/2007,598.69,603.22,576.01,580.55
6/24/2007,598.69,616.83,594.15,603.22
6/25/2007,612.29,625.90,607.76,612.29
6/26/2007,612.29,621.37,607.76,607.76
6/27/2007,607.76,625.90,607.76,616.83
7/1/2007,607.76,625.90,607.76,612.29
7/2/2007,616.83,634.97,612.29,630.44
7/3/2007,630.44,630.44,621.37,625.90
7/4/2007,621.37,653.11,621.37,648.58
7/8/2007,675.79,689.40,671.26,689.40
7/9/2007,680.33,693.93,675.79,680.33
7/10/2007,680.33,689.40,675.79,689.40
7/11/2007,684.86,698.47,684.86,693.93
7/15/2007,703.00,707.54,675.79,693.93
7/16/2007,693.93,703.00,689.40,698.47
7/17/2007,698.47,703.00,684.86,703.00
7/18/2007,707.54,725.68,675.79,725.68
7/22/2007,734.75,739.29,698.47,698.47
7/23/2007,698.47,712.08,698.47,712.08
7/24/2007,712.08,725.68,707.54,721.15
7/25/2007,721.15,725.68,707.54,712.08
7/29/2007,712.08,721.15,712.08,716.61
7/30/2007,716.61,716.61,693.93,703.00
7/31/2007,707.54,712.08,698.47,707.54
8/1/2007,703.00,707.54,689.40,698.47
8/5/2007,703.00,707.54,693.93,703.00
8/6/2007,698.47,707.54,698.47,703.00
8/7/2007,698.47,712.08,698.47,698.47
8/8/2007,703.00,707.54,693.93,703.00
8/12/2007,703.00,707.54,698.47,698.47
8/13/2007,703.00,716.61,698.47,707.54
8/14/2007,712.08,712.08,693.93,693.93
8/15/2007,693.93,703.00,689.40,689.40
8/19/2007,707.54,712.08,703.00,707.54
8/20/2007,712.08,734.75,698.47,730.22
8/21/2007,730.22,730.22,703.00,707.54
8/22/2007,703.00,707.54,693.93,703.00
8/26/2007,707.54,716.61,703.00,707.54
8/27/2007,712.08,716.61,703.00,707.54
8/28/2007,712.08,716.61,703.00,707.54
8/29/2007,712.08,712.08,703.00,707.54
9/2/2007,698.47,703.00,675.79,689.40
9/3/2007,689.40,698.47,675.79,698.47
9/4/2007,693.93,693.93,680.33,684.86
9/5/2007,675.79,689.40,675.79,689.40
9/9/2007,703.00,707.54,689.40,693.93
9/10/2007,698.47,757.43,698.47,748.36
9/11/2007,743.82,743.82,698.47,707.54
9/12/2007,703.00,712.08,689.40,703.00
9/16/2007,703.00,703.00,684.86,693.93
9/17/2007,689.40,707.54,689.40,698.47
9/18/2007,703.00,707.54,693.93,698.47
9/19/2007,698.47,703.00,693.93,698.47
9/24/2007,698.47,707.54,693.93,703.00
9/25/2007,707.54,712.08,698.47,707.54
9/26/2007,707.54,707.54,693.93,707.54
9/30/2007,680.33,712.08,680.33,712.08
10/1/2007,716.61,752.90,707.54,725.68
10/2/2007,725.68,730.22,712.08,721.15
10/3/2007,725.68,743.82,716.61,725.68
10/7/2007,721.15,725.68,707.54,716.61
10/8/2007,716.61,725.68,707.54,716.61
10/9/2007,721.15,743.82,721.15,739.29
10/10/2007,739.29,748.36,730.22,743.82
10/21/2007,789.18,793.71,775.57,780.11
10/22/2007,780.11,825.46,771.04,807.32
10/23/2007,802.79,839.07,798.25,807.32
10/24/2007,807.32,816.39,793.71,816.39
10/28/2007,811.86,816.39,798.25,802.79
10/29/2007,798.25,811.86,793.71,798.25
10/30/2007,798.25,798.25,780.11,793.71
10/31/2007,789.18,816.39,789.18,807.32
11/4/2007,811.86,820.93,798.25,811.86
11/5/2007,820.93,839.07,807.32,816.39
11/6/2007,816.39,870.82,811.86,866.28
11/7/2007,866.28,870.82,843.61,848.14
11/11/2007,839.07,848.14,834.53,843.61
11/12/2007,843.61,879.89,843.61,861.75
11/13/2007,861.75,866.28,848.14,857.21
11/14/2007,866.28,884.43,857.21,857.21
11/18/2007,857.21,866.28,852.68,857.21
11/19/2007,857.21,875.35,852.68,870.82
11/20/2007,870.82,898.03,866.28,898.03
11/21/2007,898.03,911.64,884.43,907.10
11/25/2007,893.50,898.03,866.28,879.89
11/26/2007,879.89,879.89,852.68,861.75
11/27/2007,852.68,861.75,848.14,848.14
11/28/2007,843.61,857.21,843.61,848.14
12/2/2007,843.61,857.21,839.07,852.68
12/3/2007,857.21,861.75,852.68,857.21
12/4/2007,857.21,888.96,857.21,870.82
12/5/2007,875.35,925.24,870.82,916.17
12/9/2007,884.43,884.43,857.21,866.28
12/10/2007,861.75,879.89,861.75,875.35
12/11/2007,875.35,893.50,875.35,879.89
12/12/2007,884.43,920.71,875.35,920.71
12/16/2007,961.53,979.67,943.39,970.60
12/17/2007,970.60,1043.17,970.60,1020.49
12/24/2007,1029.56,1043.17,979.67,984.21
12/25/2007,979.67,993.28,956.99,961.53
12/26/2007,966.06,988.74,952.46,975.14
12/30/2007,1061.31,1070.38,1015.95,1025.03
12/31/2007,1011.42,1056.77,1011.42,1034.10
1/1/2008,1025.03,1083.99,1025.03,1029.56
1/2/2008,1029.56,1043.17,970.60,1011.42
1/6/2008,1047.70,1102.13,1047.70,1074.92
1/7/2008,1074.92,1161.09,1065.85,1152.02
1/8/2008,1152.02,1265.41,1152.02,1265.41
1/9/2008,1265.41,1360.65,1220.05,1279.01
1/13/2008,1310.76,1328.91,1279.01,1301.69
1/14/2008,1301.69,1360.65,1288.09,1319.83
1/15/2008,1319.83,1401.47,1319.83,1378.80
1/16/2008,1378.80,1387.87,1342.51,1360.65
1/20/2008,1378.80,1378.80,1242.73,1247.27
1/21/2008,1247.27,1301.69,1215.52,1242.73
1/22/2008,1242.73,1242.73,1120.27,1120.27
1/23/2008,1120.27,1229.12,1120.27,1215.52
1/27/2008,1269.94,1310.76,1242.73,1279.01
1/28/2008,1279.01,1288.09,1224.59,1269.94
1/29/2008,1269.94,1324.37,1265.41,1288.09
1/30/2008,1288.09,1333.44,1283.55,1297.16
2/3/2008,1378.80,1396.94,1356.12,1365.19
2/4/2008,1365.19,1383.33,1351.58,1378.80
2/5/2008,1378.80,1392.40,1333.44,1351.58
2/6/2008,1351.58,1351.58,1220.05,1292.62
2/10/2008,1238.20,1238.20,1115.74,1129.34
2/11/2008,1129.34,1201.91,1111.20,1161.09
2/12/2008,1161.09,1251.80,1161.09,1238.20
2/13/2008,1238.20,1274.48,1201.91,1265.41
2/17/2008,1387.87,1519.40,1387.87,1478.58
2/18/2008,1478.58,1514.86,1451.36,1487.65
2/19/2008,1487.65,1578.36,1487.65,1505.79
2/20/2008,1505.79,1537.54,1474.04,1474.04
2/24/2008,1478.58,1487.65,1455.90,1469.51
2/25/2008,1469.51,1496.72,1451.36,1469.51
2/26/2008,1469.51,1478.58,1446.83,1460.44
2/27/2008,1460.44,1460.44,1428.69,1460.44
3/2/2008,1446.83,1446.83,1415.08,1419.62
3/3/2008,1419.62,1419.62,1401.47,1410.54
3/4/2008,1410.54,1510.33,1410.54,1483.11
3/5/2008,1483.11,1519.40,1455.90,1464.97
3/9/2008,1442.29,1460.44,1415.08,1424.15
3/10/2008,1424.15,1437.76,1365.19,1406.01
3/11/2008,1406.01,1464.97,1387.87,1433.22
3/12/2008,1433.22,1510.33,1433.22,1478.58
3/16/2008,1451.36,1469.51,1428.69,1446.83
3/17/2008,1446.83,1451.36,1410.54,1433.22
3/18/2008,1433.22,1483.11,1433.22,1483.11
3/19/2008,1483.11,1492.18,1451.36,1460.44
3/23/2008,1428.69,1433.22,1406.01,1410.54
3/24/2008,1410.54,1442.29,1406.01,1433.22
3/25/2008,1433.22,1451.36,1428.69,1446.83
3/26/2008,1446.83,1446.83,1378.80,1406.01
3/30/2008,1383.33,1396.94,1351.58,1369.72
3/31/2008,1369.72,1424.15,1365.19,1396.94
4/1/2008,1396.94,1396.94,1360.65,1392.40
4/2/2008,1392.40,1419.62,1387.87,1406.01
4/6/2008,1464.97,1523.93,1455.90,1492.18
4/7/2008,1492.18,1560.22,1460.44,1555.68
4/8/2008,1555.68,1614.64,1537.54,1560.22
4/9/2008,1560.22,1560.22,1487.65,1487.65
4/13/2008,1455.90,1551.15,1455.90,1533.00
4/14/2008,1533.00,1533.00,1487.65,1528.47
4/15/2008,1528.47,1528.47,1505.79,1510.33
4/16/2008,1510.33,1523.93,1487.65,1519.40
4/20/2008,1478.58,1528.47,1451.36,1528.47
4/21/2008,1528.47,1578.36,1510.33,1537.54
4/22/2008,1537.54,1542.07,1505.79,1505.79
4/23/2008,1505.79,1542.07,1501.25,1514.86
4/27/2008,1523.93,1542.07,1510.33,1528.47
4/28/2008,1528.47,1533.00,1478.58,1487.65
4/29/2008,1487.65,1496.72,1433.22,1437.76
4/30/2008,1437.76,1469.51,1415.08,1451.36
5/4/2008,1442.29,1451.36,1433.22,1442.29
5/5/2008,1442.29,1487.65,1442.29,1478.58
5/6/2008,1478.58,1573.82,1460.44,1483.11
5/7/2008,1483.11,1492.18,1433.22,1460.44
5/11/2008,1451.36,1478.58,1433.22,1455.90
5/12/2008,1455.90,1464.97,1424.15,1433.22
5/13/2008,1433.22,1446.83,1419.62,1437.76
5/14/2008,1437.76,1442.29,1415.08,1437.76
5/18/2008,1410.54,1419.62,1396.94,1415.08
5/19/2008,1415.08,1419.62,1360.65,1383.33
5/20/2008,1383.33,1451.36,1383.33,1437.76
5/21/2008,1437.76,1460.44,1419.62,1446.83
5/25/2008,1455.90,1514.86,1455.90,1483.11
5/26/2008,1483.11,1492.18,1424.15,1442.29
5/27/2008,1442.29,1446.83,1428.69,1437.76
5/28/2008,1437.76,1437.76,1410.54,1424.15
6/1/2008,1410.54,1419.62,1387.87,1406.01
6/2/2008,1406.01,1410.54,1378.80,1401.47
6/3/2008,1401.47,1455.90,1401.47,1451.36
6/4/2008,1451.36,1478.58,1451.36,1474.04
6/8/2008,1451.36,1464.97,1424.15,1424.15
6/9/2008,1424.15,1442.29,1424.15,1433.22
6/10/2008,1433.22,1442.29,1415.08,1415.08
6/11/2008,1415.08,1424.15,1406.01,1406.01
6/15/2008,1415.08,1424.15,1406.01,1410.54
6/16/2008,1410.54,1415.08,1401.47,1410.54
6/17/2008,1410.54,1451.36,1410.54,1424.15
6/18/2008,1424.15,1546.61,1424.15,1478.58
6/22/2008,1464.97,1487.65,1442.29,1464.97
6/23/2008,1464.97,1478.58,1455.90,1464.97
6/24/2008,1464.97,1469.51,1433.22,1433.22
6/25/2008,1433.22,1478.58,1428.69,1478.58
6/29/2008,1406.01,1433.22,1406.01,1415.08
6/30/2008,1415.08,1505.79,1415.08,1487.65
7/1/2008,1487.65,1505.79,1478.58,1478.58
7/2/2008,1478.58,1519.40,1478.58,1505.79
7/6/2008,1560.22,1569.29,1505.79,1542.07
7/7/2008,1542.07,1560.22,1519.40,1523.93
7/8/2008,1523.93,1523.93,1464.97,1487.65
7/9/2008,1487.65,1487.65,1415.08,1428.69
7/13/2008,1460.44,1460.44,1410.54,1433.22
7/14/2008,1433.22,1437.76,1396.94,1406.01
7/15/2008,1406.01,1424.15,1324.37,1374.26
7/16/2008,1374.26,1378.80,1333.44,1360.65
7/20/2008,1387.87,1392.40,1306.23,1347.05
7/21/2008,1347.05,1351.58,1328.91,1328.91
7/22/2008,1328.91,1342.51,1328.91,1337.98
7/23/2008,1337.98,1342.51,1306.23,1337.98
7/27/2008,1342.51,1387.87,1333.44,1360.65
7/28/2008,1360.65,1360.65,1324.37,1333.44
7/29/2008,1333.44,1347.05,1315.30,1337.98
7/30/2008,1337.98,1401.47,1324.37,1328.91
8/3/2008,1283.55,1342.51,1269.94,1310.76
8/4/2008,1310.76,1319.83,1238.20,1260.87
8/5/2008,1260.87,1260.87,1224.59,1247.27
8/6/2008,1247.27,1260.87,1229.12,1247.27
8/10/2008,1179.23,1179.23,1061.31,1111.20
8/11/2008,1111.20,1161.09,1083.99,1161.09
8/12/2008,1161.09,1201.91,1161.09,1197.38
8/13/2008,1197.38,1260.87,1197.38,1215.52
8/17/2008,1288.09,1306.23,1269.94,1306.23
8/18/2008,1306.23,1310.76,1283.55,1310.76
8/19/2008,1310.76,1328.91,1292.62,1301.69
8/20/2008,1301.69,1301.69,1279.01,1292.62
8/24/2008,1374.26,1387.87,1351.58,1360.65
8/25/2008,1360.65,1360.65,1328.91,1337.98
8/26/2008,1337.98,1351.58,1324.37,1328.91
8/27/2008,1328.91,1328.91,1297.16,1301.69
8/31/2008,1301.69,1342.51,1283.55,1342.51
9/1/2008,1342.51,1342.51,1301.69,1315.30
9/2/2008,1315.30,1315.30,1269.94,1279.01
9/3/2008,1279.01,1283.55,1256.34,1265.41
9/7/2008,1224.59,1251.80,1165.63,1174.70
9/8/2008,1174.70,1215.52,1170.16,1206.45
9/9/2008,1206.45,1224.59,1165.63,1197.38
9/10/2008,1197.38,1233.66,1156.56,1210.98
9/14/2008,1106.67,1111.20,1034.10,1070.38
9/15/2008,1070.38,1070.38,966.06,966.06
9/16/2008,966.06,966.06,870.82,925.24
9/17/2008,925.24,1015.95,925.24,1006.88
9/21/2008,1106.67,1183.77,1061.31,1120.27
9/22/2008,1120.27,1156.56,1020.49,1052.24
9/24/2008,1052.24,1052.24,947.92,979.67
9/28/2008,952.46,1015.95,952.46,1002.35
10/6/2008,1002.35,1002.35,903.47,903.47
10/7/2008,903.47,903.47,814.58,814.58
10/8/2008,814.58,814.58,734.75,734.75
10/12/2008,662.18,662.18,596.87,596.87
10/13/2008,596.87,654.93,596.87,654.93
10/14/2008,654.93,720.24,654.93,720.24
10/15/2008,720.24,754.71,653.11,738.38
10/19/2008,667.63,702.10,611.39,622.27
10/20/2008,622.27,660.37,622.27,644.04
10/21/2008,644.04,707.54,644.04,682.14
10/22/2008,682.14,682.14,642.23,653.11
10/26/2008,587.80,602.32,529.75,540.63
10/27/2008,540.63,558.78,488.02,495.28
10/28/2008,495.28,524.31,475.32,517.05
10/29/2008,517.05,560.59,509.79,517.05
11/2/2008,551.52,580.55,540.63,551.52
11/3/2008,551.52,593.25,551.52,576.92
11/4/2008,576.92,633.16,576.92,633.16
11/5/2008,633.16,665.81,625.90,642.23
11/9/2008,578.73,593.25,535.19,587.80
11/10/2008,587.80,616.83,587.80,596.87
11/11/2008,596.87,596.87,546.08,562.40
11/12/2008,562.40,582.36,555.15,571.47
11/16/2008,515.23,546.08,511.61,546.08
11/17/2008,546.08,566.03,546.08,556.96
11/18/2008,556.96,556.96,529.75,531.56
11/19/2008,531.56,544.26,509.79,517.05
11/23/2008,466.25,466.25,419.99,419.99
11/24/2008,419.99,442.67,391.87,429.06
11/25/2008,429.06,455.37,417.27,417.27
11/26/2008,417.27,426.34,390.96,395.50
11/30/2008,434.50,477.14,434.50,453.55
12/1/2008,453.55,495.28,446.29,488.02
12/2/2008,488.02,488.02,446.29,469.88
12/3/2008,469.88,480.76,462.62,464.44
12/14/2008,478.95,478.95,455.37,460.81
12/15/2008,460.81,469.88,460.81,468.06
12/16/2008,468.06,493.46,468.06,473.51
12/17/2008,473.51,515.23,473.51,500.72
12/21/2008,482.58,502.53,477.14,495.28
12/22/2008,495.28,513.42,493.46,495.28
12/23/2008,495.28,506.16,484.39,484.39
12/24/2008,484.39,484.39,468.06,469.88
12/28/2008,455.37,471.69,453.55,471.69
12/29/2008,471.69,482.58,469.88,475.32
12/30/2008,475.32,482.58,468.06,477.14
12/31/2008,477.14,493.46,477.14,480.76
1/4/2009,506.16,506.16,480.76,491.65
1/5/2009,491.65,500.72,489.84,497.09
1/6/2009,497.09,506.16,495.28,498.91
1/7/2009,498.91,544.26,493.46,538.82
1/11/2009,511.61,524.31,509.79,511.61
1/12/2009,511.61,515.23,502.53,509.79
1/13/2009,509.79,509.79,489.84,495.28
1/14/2009,495.28,495.28,480.76,484.39
1/18/2009,448.11,458.99,439.04,445.39
1/19/2009,445.39,449.02,440.85,442.67
1/20/2009,442.67,442.67,399.13,421.80
1/21/2009,421.80,421.80,380.08,388.24
1/25/2009,403.66,410.92,396.40,402.75
1/26/2009,402.75,422.71,402.75,410.01
1/27/2009,410.01,435.41,407.29,413.64
1/28/2009,413.64,418.17,408.20,413.64
2/1/2009,425.43,434.50,410.92,413.64
2/2/2009,413.64,415.45,405.47,409.10
2/3/2009,409.10,417.27,407.29,417.27
2/4/2009,417.27,421.80,413.64,417.27
2/8/2009,438.13,451.74,435.41,450.83
2/9/2009,450.83,455.37,445.39,452.64
2/10/2009,452.64,471.69,449.02,451.74
2/11/2009,451.74,451.74,431.78,440.85
2/15/2009,443.57,458.99,442.67,442.67
2/16/2009,442.67,444.48,437.22,441.76
2/17/2009,441.76,442.67,400.94,413.64
2/18/2009,413.64,418.17,403.66,416.36
2/22/2009,400.94,405.47,398.22,401.85
2/23/2009,401.85,412.73,400.94,405.47
2/24/2009,405.47,405.47,376.45,396.40
2/25/2009,396.40,405.47,384.61,386.43
3/1/2009,360.12,367.38,337.44,345.61
3/2/2009,345.61,346.51,327.46,328.37
3/3/2009,328.37,332.91,314.76,332.91
3/4/2009,332.91,336.54,328.37,332.00
3/8/2009,327.46,343.79,312.04,317.49
3/9/2009,317.49,324.74,308.41,321.11
3/10/2009,321.11,326.56,318.39,322.93
3/11/2009,322.93,328.37,313.86,314.76
3/15/2009,324.74,332.00,324.74,326.56
3/16/2009,326.56,337.44,324.74,332.00
3/17/2009,332.00,338.35,331.09,332.00
3/18/2009,332.00,337.44,332.00,333.81
3/22/2009,343.79,343.79,336.54,336.54
3/23/2009,336.54,342.88,336.54,340.16
3/24/2009,340.16,349.23,337.44,337.44
3/25/2009,337.44,340.16,335.63,339.26
3/29/2009,344.70,362.84,340.16,349.23
3/30/2009,349.23,349.23,336.54,338.35
3/31/2009,338.35,341.98,336.54,341.07
4/1/2009,341.07,342.88,338.35,341.07
4/5/2009,351.96,363.75,347.42,352.86
4/6/2009,352.86,387.33,352.86,387.33
4/7/2009,387.33,408.20,387.33,399.13
4/8/2009,399.13,399.13,380.98,384.61
4/12/2009,397.31,405.47,396.40,402.75
4/13/2009,402.75,405.47,398.22,400.94
4/14/2009,400.94,406.38,400.03,403.66
4/15/2009,403.66,412.73,400.03,406.38
4/19/2009,403.66,405.47,386.43,389.15
4/20/2009,389.15,393.68,385.52,393.68
4/21/2009,393.68,393.68,366.47,392.78
4/22/2009,392.78,400.03,392.78,399.13
4/26/2009,420.90,425.43,410.92,412.73
4/27/2009,412.73,418.17,406.38,407.29
4/28/2009,407.29,415.45,402.75,412.73
4/29/2009,412.73,439.04,412.73,428.15
5/3/2009,428.15,432.69,423.62,431.78
5/4/2009,431.78,444.48,431.78,444.48
5/5/2009,444.48,450.83,434.50,439.04
5/6/2009,439.04,443.57,435.41,439.04
5/10/2009,477.14,477.14,462.62,471.69
5/11/2009,471.69,471.69,458.99,460.81
5/12/2009,460.81,471.69,453.55,471.69
5/13/2009,471.69,471.69,458.99,464.44
5/17/2009,453.55,471.69,452.64,468.06
5/18/2009,468.06,498.91,466.25,491.65
5/19/2009,491.65,515.23,491.65,507.98
5/20/2009,507.98,511.61,497.09,507.98
5/24/2009,520.68,524.31,506.16,511.61
5/25/2009,511.61,511.61,471.69,493.46
5/26/2009,493.46,495.28,471.69,477.14
5/27/2009,477.14,498.91,477.14,482.58
5/31/2009,504.35,517.05,502.53,504.35
6/1/2009,504.35,511.61,502.53,509.79
6/2/2009,509.79,560.59,509.79,560.59
6/3/2009,560.59,567.85,553.33,558.78
6/7/2009,569.66,569.66,544.26,553.33
6/8/2009,553.33,562.40,522.49,529.75
6/9/2009,529.75,537.00,522.49,531.56
6/10/2009,531.56,547.89,531.56,537.00
6/14/2009,567.85,589.62,567.85,575.10
6/15/2009,575.10,584.17,566.03,573.29
6/16/2009,573.29,575.10,560.59,575.10
6/17/2009,575.10,578.73,560.59,560.59
6/21/2009,573.29,576.92,517.05,535.19
6/22/2009,535.19,544.26,518.86,531.56
6/23/2009,531.56,531.56,506.16,513.42
6/24/2009,513.42,520.68,500.72,502.53
6/28/2009,502.53,502.53,477.14,489.84
6/29/2009,489.84,498.91,489.84,497.09
6/30/2009,497.09,511.61,497.09,506.16
7/1/2009,506.16,509.79,497.09,502.53
7/5/2009,502.53,544.26,495.28,518.86
7/6/2009,518.86,520.68,488.02,493.46
7/7/2009,493.46,506.16,493.46,497.09
7/8/2009,497.09,497.09,480.76,497.09
7/12/2009,506.16,509.79,500.72,504.35
7/13/2009,504.35,509.79,493.46,509.79
7/14/2009,509.79,511.61,493.46,506.16
7/15/2009,506.16,511.61,498.91,500.72
7/19/2009,511.61,511.61,500.72,500.72
7/20/2009,500.72,509.79,500.72,509.79
7/21/2009,509.79,533.38,507.98,529.75
7/22/2009,529.75,529.75,515.23,515.23
7/26/2009,540.63,555.15,537.00,540.63
7/27/2009,540.63,547.89,535.19,538.82
7/28/2009,538.82,546.08,533.38,533.38
7/29/2009,533.38,538.82,526.12,538.82
8/2/2009,538.82,538.82,527.93,533.38
8/3/2009,533.38,555.15,533.38,544.26
8/4/2009,544.26,547.89,537.00,540.63
8/5/2009,540.63,542.45,533.38,542.45
8/9/2009,544.26,547.89,538.82,544.26
8/10/2009,544.26,571.47,542.45,571.47
8/11/2009,571.47,580.55,562.40,567.85
8/12/2009,567.85,567.85,558.78,564.22
8/16/2009,562.40,571.47,560.59,567.85
8/17/2009,567.85,567.85,526.12,529.75
8/18/2009,529.75,551.52,527.93,551.52
8/19/2009,551.52,551.52,526.12,526.12
8/23/2009,549.70,551.52,544.26,547.89
8/24/2009,547.89,555.15,546.08,549.70
8/25/2009,549.70,551.52,542.45,546.08
8/26/2009,546.08,547.89,538.82,544.26
8/30/2009,546.08,546.08,538.82,542.45
8/31/2009,542.45,549.70,540.63,549.70
9/1/2009,549.70,549.70,517.05,535.19
9/2/2009,535.19,535.19,507.98,515.23
9/6/2009,547.89,547.89,538.82,544.26
9/7/2009,544.26,547.89,540.63,542.45
9/8/2009,542.45,560.59,542.45,560.59
9/9/2009,560.59,571.47,558.78,562.40
9/13/2009,578.73,580.55,566.03,567.85
9/14/2009,567.85,567.85,555.15,558.78
9/15/2009,558.78,562.40,551.52,562.40
9/16/2009,562.40,589.62,556.96,587.80
9/27/2009,600.50,636.79,595.06,631.34
9/28/2009,631.34,644.04,620.46,638.60
9/29/2009,638.60,656.74,638.60,654.93
9/30/2009,654.93,658.56,645.86,651.30
10/4/2009,634.97,636.79,622.27,625.90
10/5/2009,625.90,633.16,613.20,615.02
10/6/2009,615.02,631.34,615.02,629.53
10/7/2009,629.53,644.04,629.53,640.41
10/11/2009,642.23,644.04,633.16,634.97
10/12/2009,634.97,634.97,625.90,631.34
10/13/2009,631.34,633.16,616.83,616.83
10/14/2009,616.83,625.90,615.02,620.46
10/18/2009,622.27,625.90,602.32,616.83
10/19/2009,616.83,638.60,616.83,629.53
10/20/2009,629.53,629.53,624.09,625.90
10/21/2009,625.90,625.90,564.22,564.22
10/25/2009,546.08,551.52,533.38,535.19
10/26/2009,535.19,547.89,535.19,544.26
10/27/2009,544.26,544.26,537.00,540.63
10/28/2009,540.63,540.63,524.31,527.93
11/1/2009,489.84,506.16,486.21,506.16
11/2/2009,506.16,506.16,497.09,506.16
11/3/2009,506.16,509.79,493.46,495.28
11/4/2009,495.28,502.53,489.84,491.65
11/8/2009,493.46,497.09,478.95,484.39
11/9/2009,484.39,493.46,480.76,491.65
11/10/2009,491.65,498.91,484.39,486.21
11/11/2009,486.21,491.65,482.58,489.84
11/15/2009,497.09,509.79,495.28,500.72
11/16/2009,500.72,507.98,498.91,500.72
11/17/2009,500.72,504.35,495.28,495.28
11/18/2009,495.28,498.91,491.65,493.46
11/22/2009,493.46,495.28,489.84,491.65
11/23/2009,491.65,493.46,489.84,491.65
11/24/2009,491.65,495.28,491.65,495.28
11/25/2009,495.28,498.91,493.46,493.46
12/6/2009,489.84,495.28,489.84,493.46
12/7/2009,493.46,493.46,488.02,488.02
12/8/2009,488.02,488.02,468.06,473.51
12/9/2009,473.51,473.51,458.99,462.62
12/13/2009,444.48,453.55,444.48,453.55
12/14/2009,453.55,471.69,453.55,468.06
12/15/2009,468.06,473.51,462.62,464.44
12/16/2009,464.44,468.06,464.44,466.25
12/20/2009,464.44,468.06,462.62,466.25
12/21/2009,466.25,469.88,462.62,468.06
12/22/2009,468.06,475.32,464.44,466.25
12/23/2009,466.25,471.69,458.99,469.88
12/27/2009,469.88,471.69,462.62,466.25
12/28/2009,466.25,466.25,455.37,457.18
12/29/2009,457.18,458.99,446.29,447.20
12/30/2009,447.20,449.02,440.85,444.48
1/3/2010,443.57,446.29,441.76,444.48
1/4/2010,444.48,452.64,444.48,448.11
1/5/2010,448.11,449.92,446.29,447.20
1/6/2010,447.20,447.20,443.57,443.57
1/10/2010,445.39,457.18,445.39,451.74
1/11/2010,451.74,453.55,449.02,449.02
1/12/2010,449.02,449.92,446.29,447.20
1/13/2010,447.20,449.02,446.29,446.29
1/17/2010,444.48,445.39,442.67,444.48
1/18/2010,444.48,447.20,443.57,447.20
1/19/2010,447.20,447.20,428.15,430.87
1/20/2010,430.87,434.50,430.87,432.69
1/24/2010,407.29,409.10,402.75,404.57
1/25/2010,404.57,405.47,403.66,404.57
1/26/2010,404.57,404.57,396.40,396.40
1/27/2010,396.40,397.31,390.96,394.59
1/31/2010,393.68,393.68,390.96,393.68
2/1/2010,393.68,394.59,391.87,392.78
2/2/2010,392.78,400.94,392.78,397.31
2/3/2010,397.31,401.85,397.31,400.03
2/7/2010,395.50,396.40,392.78,395.50
2/8/2010,395.50,396.40,393.68,394.59
2/9/2010,394.59,394.59,387.33,390.05
2/10/2010,390.05,391.87,389.15,390.05
2/14/2010,391.87,394.59,391.87,393.68
2/15/2010,393.68,394.59,392.78,392.78
2/16/2010,392.78,395.50,392.78,392.78
2/17/2010,392.78,395.50,391.87,391.87
2/21/2010,398.22,412.73,397.31,408.20
2/22/2010,408.20,410.92,407.29,409.10
2/23/2010,409.10,413.64,408.20,409.10
2/24/2010,409.10,409.10,404.57,407.29
2/28/2010,405.47,405.47,399.13,399.13
3/1/2010,399.13,399.13,395.50,396.40
3/2/2010,396.40,399.13,396.40,399.13
3/3/2010,399.13,402.75,399.13,400.94
3/7/2010,410.92,413.64,409.10,410.01
3/8/2010,410.01,410.92,407.29,408.20
3/9/2010,408.20,408.20,405.47,405.47
3/10/2010,405.47,409.10,404.57,408.20
3/14/2010,415.45,426.34,415.45,424.52
3/15/2010,424.52,426.34,419.08,419.08
3/16/2010,419.08,424.52,419.08,421.80
3/17/2010,421.80,424.52,420.90,421.80
3/21/2010,426.34,429.06,426.34,427.25
3/22/2010,427.25,428.15,424.52,424.52
3/23/2010,424.52,427.25,424.52,426.34
3/24/2010,426.34,427.25,424.52,425.43
3/28/2010,428.15,430.87,426.34,427.25
3/29/2010,427.25,427.25,424.52,426.34
3/30/2010,426.34,428.15,424.52,426.34
3/31/2010,426.34,426.34,423.62,425.43
